datestamp,type,type - dcmi recommendation,format,format - mediatype,format - subtype,subject,title,date,identifier,source,rights,record - header - setSpec,record id
2018-09-04T11:21:24Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Italien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Italien,"-: Das System der Schulbuchproduktion in Italien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Italien_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:43Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Bosnia and Herzegovina,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Bosnien-Herzegowina,"-: The System of Textbook Production in Bosnia and Herzegovina, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Bosnien-Herzegowina_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:43Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Bosnia and Herzegovina,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Bosnien-Herzegowina,"-: The System of Textbook Production in Bosnia and Herzegovina, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Bosnien-Herzegowina_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:04Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Litauen,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Litauen,"-: Das System der Schulbuchproduktion in Litauen, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Litauen_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:04Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Litauen,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Litauen,"-: Das System der Schulbuchproduktion in Litauen, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Litauen_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:33Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Luxembourg,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Luxemburg,"-: The System of Textbook Production in Luxembourg, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Luxemburg_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:33Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Luxembourg,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Luxemburg,"-: The System of Textbook Production in Luxembourg, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Luxemburg_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:12Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Poland,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Polen,"-: The System of Textbook Production in Poland, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Polen_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:12Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Poland,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Polen,"-: The System of Textbook Production in Poland, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Polen_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:15Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Portugal,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Portugal,"-: Das System der Schulbuchproduktion in Portugal, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Portugal_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:15Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Portugal,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Portugal,"-: Das System der Schulbuchproduktion in Portugal, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Portugal_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:20Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Romania,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Rumaenien,"-: The System of Textbook Production in Romania, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Rumaenien_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:20Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Romania,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Rumaenien,"-: The System of Textbook Production in Romania, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Rumaenien_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:30Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Schweden,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Schweden,"-: Das System der Schulbuchproduktion in Schweden, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Schweden_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:30Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Schweden,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Schweden,"-: Das System der Schulbuchproduktion in Schweden, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Schweden_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:11Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in der Schweiz,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Schweiz,"-: Das System der Schulbuchproduktion in der Schweiz, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Schweiz_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:11Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in der Schweiz,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Schweiz,"-: Das System der Schulbuchproduktion in der Schweiz, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Schweiz_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:17Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Austria,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Oesterreich,"-: The System of Textbook Production in Austria, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Oesterreich_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:17Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Austria,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Oesterreich,"-: The System of Textbook Production in Austria, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Oesterreich_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:58Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Australien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Australien,"-: Das System der Schulbuchproduktion in Australien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Australien_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:58Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Australien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Australien,"-: Das System der Schulbuchproduktion in Australien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Australien_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:18Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Argentina,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Argentinien,"-: The System of Textbook Production in Argentina, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Argentinien_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:18Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Argentina,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Argentinien,"-: The System of Textbook Production in Argentina, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Argentinien_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:16:57Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa im späten Mittelalter,1923-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PT_1915_Soares_HistoriaRoma_263,"-: ""Europa im späten Mittelalter"", Coimbra: - 1923.",Open Access,WorldViews,PT_1915_Soares_HistoriaRoma_263_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:16:57Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa im späten Mittelalter,1923-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PT_1915_Soares_HistoriaRoma_263,"-: ""Europa im späten Mittelalter"", Coimbra: - 1923.",Open Access,WorldViews,PT_1915_Soares_HistoriaRoma_263_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Peoples of Europe,1915-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PT_1915_FerrazDeCarvalho_Geografia_339_340,"-: Peoples of Europe, Braga: - 1915.",Open Access,WorldViews,PT_1915_FerrazDeCarvalho_Geografia_339_340_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:31:30Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die politische Geographie Europas am Ende der Neuzeit,1929-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PT_1929_DeBrito_ResumoHistoriaGeral_122,"-: ""Die politische Geographie Europas am Ende der Neuzeit"", Famalicão: - 1929.",Open Access,WorldViews,PT_1929_DeBrito_ResumoHistoriaGeral_122_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:31:30Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die politische Geographie Europas am Ende der Neuzeit,1929-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PT_1929_DeBrito_ResumoHistoriaGeral_122,"-: ""Die politische Geographie Europas am Ende der Neuzeit"", Famalicão: - 1929.",Open Access,WorldViews,PT_1929_DeBrito_ResumoHistoriaGeral_122_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:20:04Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Equal to equal,2011-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_2011_Schujman_EducacionCivica2_94_95,"-: ""Equal to equal"", Buenos Aires: - 2011.",Open Access,WorldViews,AR_2011_Schujman_EducacionCivica2_94_95_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:20:04Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Equal to equal,2011-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_2011_Schujman_EducacionCivica2_94_95,"-: ""Equal to equal"", Buenos Aires: - 2011.",Open Access,WorldViews,AR_2011_Schujman_EducacionCivica2_94_95_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T15:20:04Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Equal to equal,2011-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=AR_2011_Schujman_EducacionCivica2_94_95,"-: ""Equal to equal"", Buenos Aires: - 2011.",Open Access,WorldViews,AR_2011_Schujman_EducacionCivica2_94_95_spa
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-08T15:00:31Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Nation-states and European Construction,2008-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2008_BourelChevallier_Histoire_184_201,"-: The Nation-states and European Construction, Paris: - 2008.",Open Access,WorldViews,FR_2008_BourelChevallier_Histoire_184_201_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-08T15:00:31Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Nation-states and European Construction,2008-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2008_BourelChevallier_Histoire_184_201,"-: The Nation-states and European Construction, Paris: - 2008.",Open Access,WorldViews,FR_2008_BourelChevallier_Histoire_184_201_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-10-08T15:00:31Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Nation-states and European Construction,2008-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=FR_2008_BourelChevallier_Histoire_184_201,"-: The Nation-states and European Construction, Paris: - 2008.",Open Access,WorldViews,FR_2008_BourelChevallier_Histoire_184_201_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:28:04Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Jacob Fugger bei einer Besprechung mit seinem Hauptbuchhalter im Augsburger Kontor,1985-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1985_GruetterBorth_GeschGrundlagenEuropasAntike_140,"-: ""Jacob Fugger bei einer Besprechung mit seinem Hauptbuchhalter im Augsburger Kontor"", Paderborn: - 1985.",Open Access,WorldViews,DE_1985_GruetterBorth_GeschGrundlagenEuropasAntike_140_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:28:04Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Jacob Fugger bei einer Besprechung mit seinem Hauptbuchhalter im Augsburger Kontor,1985-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1985_GruetterBorth_GeschGrundlagenEuropasAntike_140,"-: ""Jacob Fugger bei einer Besprechung mit seinem Hauptbuchhalter im Augsburger Kontor"", Paderborn: - 1985.",Open Access,WorldViews,DE_1985_GruetterBorth_GeschGrundlagenEuropasAntike_140_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T16:47:07Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Reformation in europäischen und kroatischen Gebieten,1992-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_1992_Makek_Povijest_116_117,"-: ""Die Reformation in europäischen und kroatischen Gebieten"", Zagreb: - 1992.",Open Access,WorldViews,HR_1992_Makek_Povijest_116_117_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-18T14:24:38Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Humanitäre Hilfe der Schweiz im Ersten Weltkrieg,1920-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CH_1920_GrunderBrugger_LehrbuchWeltSchweizergeschichte_415_418,"-: Humanitäre Hilfe der Schweiz im Ersten Weltkrieg, Bern: - 1920.",Open Access,WorldViews,CH_1920_GrunderBrugger_LehrbuchWeltSchweizergeschichte_415_418_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:26:28Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Zusammenstoß islamischer und christlicher Zivilisation - die Kreuzzüge,1992-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_1992_Makek_Povijest_63_64,"-: ""Zusammenstoß islamischer und christlicher Zivilisation - die Kreuzzüge"", Zagreb: - 1992.",Open Access,WorldViews,HR_1992_Makek_Povijest_63_64_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:21Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Darstellungen des Alten Ägypten im Dienste einer politischen Agenda. Die Behandlung Echnatons in ägyptischen Schulbüchern als Beispiel für islamisch-ägyptische Identitätsbildung,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=E_2018_Teepe_DarstellungenDesAltenAegypten,"-: Darstellungen des Alten Ägypten im Dienste einer politischen Agenda. Die Behandlung Echnatons in ägyptischen Schulbüchern als Beispiel für islamisch-ägyptische Identitätsbildung, -: - 2018.",Open Access,WorldViews,E_2018_Teepe_DarstellungenDesAltenAegypten_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:29:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,"La Cultura Andina, la Cultura Egipcia, La Cultura Griega",1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269,"-: La Cultura Andina, la Cultura Egipcia, La Cultura Griega, Lima: - 1979.",Open Access,WorldViews,PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:29:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,"La Cultura Andina, la Cultura Egipcia, La Cultura Griega",1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269,"-: La Cultura Andina, la Cultura Egipcia, La Cultura Griega, Lima: - 1979.",Open Access,WorldViews,PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:29:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,"La Cultura Andina, la Cultura Egipcia, La Cultura Griega",1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269,"-: La Cultura Andina, la Cultura Egipcia, La Cultura Griega, Lima: - 1979.",Open Access,WorldViews,PE_1979_SalinasGarcia_HistoriaDesPeruYDelMundo_268_269_spa
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:24:54Z,Source,Text,image/jpeg,image,jpeg,EurViews,Bilder  aus der deutschen Kulturgeschichte (1894),1894-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1894_Meyer_DeutscheStammesgeschichte_5_8,"-: ""Bilder"" aus der deutschen Kulturgeschichte (1894), Gera: - 1894.",Open Access,EurViews,DE_1894_Meyer_DeutscheStammesgeschichte_5_8_ger
,Text,,application/pdf,application,pdf,,,,,,,,
2018-09-04T11:22:01Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Jacob Fugger during a Meeting with his Head Accountant in the Branch Office in Augsburg,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_JacobFugger,"-: Jacob Fugger during a Meeting with his Head Accountant in the Branch Office in Augsburg, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_JacobFugger_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:22:01Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Jacob Fugger during a Meeting with his Head Accountant in the Branch Office in Augsburg,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_JacobFugger,"-: Jacob Fugger during a Meeting with his Head Accountant in the Branch Office in Augsburg, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_JacobFugger_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:09:26Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europäische Expansion in der Frühen Neuzeit,1943-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1943_HohmannSchiefer_Ostsiedlung_45_46,"-: Europäische Expansion in der Frühen Neuzeit, Frankfurt am Main: - 1943.",Open Access,WorldViews,DE_1943_HohmannSchiefer_Ostsiedlung_45_46_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:09:26Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europäische Expansion in der Frühen Neuzeit,1943-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1943_HohmannSchiefer_Ostsiedlung_45_46,"-: Europäische Expansion in der Frühen Neuzeit, Frankfurt am Main: - 1943.",Open Access,WorldViews,DE_1943_HohmannSchiefer_Ostsiedlung_45_46_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-09T12:53:44Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Mission der Vereinigten Staaten,1964-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1964Rasmussen_FraBenzintid_150,"-: Die Mission der Vereinigten Staaten, Kopenhagen: - 1964.",Open Access,WorldViews,DK_1964Rasmussen_FraBenzintid_150_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-22T13:26:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ideen Europas und der europäische Gedanke,1992-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1992_LundPhilEtal_EuropaeiskeIdeersHistorie_16_17,"-: Die Ideen Europas und der europäische Gedanke, Kopenhagen: - 1992.",Open Access,WorldViews,DK_1992_LundPhilEtal_EuropaeiskeIdeersHistorie_16_17_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T19:21:38Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Die europäische Expansion,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_NouvelKirschleger__EuropExpansion,"-: Die europäische Expansion, -: - 2018.",Open Access,WorldViews,K_2017_NouvelKirschleger__EuropExpansion_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T19:21:38Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Die europäische Expansion,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_NouvelKirschleger__EuropExpansion,"-: Die europäische Expansion, -: - 2018.",Open Access,WorldViews,K_2017_NouvelKirschleger__EuropExpansion_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T10:20:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa und die Kolonien – Deutschland und Russland,1915-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1915_Altmann_WieEsZumWeltkriegKam_12,"-: Europa und die Kolonien – Deutschland und Russland, Leipzig: - 1915.",Open Access,WorldViews,DE_1915_Altmann_WieEsZumWeltkriegKam_12_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T13:34:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Der Erste Weltkrieg und Deutschland,1915-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1915_Altmann_WieEsZumWeltkriegKam_4,"-: Der Erste Weltkrieg und Deutschland, Leipzig: - 1915.",Open Access,WorldViews,DE_1915_Altmann_WieEsZumWeltkriegKam_4_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T13:29:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa und die Kolonien – Deutschland und die Türkei,1915-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1915_Altmann_WieEsZumWeltkriegKam_21,"-: Europa und die Kolonien – Deutschland und die Türkei, Leipzig: - 1915.",Open Access,WorldViews,DE_1915_Altmann_WieEsZumWeltkriegKam_21_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T13:38:01Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europäische Kolonialpolitik - Deutschland und England im Vergleich,1915-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1915_Altmann_WieEsZumWeltkriegKam_5_6,"-: Europäische Kolonialpolitik - Deutschland und England im Vergleich, Leipzig: - 1915.",Open Access,WorldViews,DE_1915_Altmann_WieEsZumWeltkriegKam_5_6_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T14:50:41Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Der Erste Weltkrieg und das kapitalistische System,1963-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_1963_DuranovicZezelj_Proslost_19,"-: Der Erste Weltkrieg und das kapitalistische System, Zagreb: - 1963.",Open Access,WorldViews,HR_1963_DuranovicZezelj_Proslost_19_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T14:53:40Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Weltwirtschaftskrise 1929 und ihre Wirkung auf Kapitalismus und Faschismus,1963-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_1963_DuranovicZezelj_Proslost_73,"-: Die Weltwirtschaftskrise 1929 und ihre Wirkung auf Kapitalismus und Faschismus, Zagreb: - 1963.",Open Access,WorldViews,HR_1963_DuranovicZezelj_Proslost_73_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T15:04:52Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Kroatien stellt sich Hitler entgegen,1963-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_1963_DuranovicZezelj_Proslost_96,"-: Kroatien stellt sich Hitler entgegen, Zagreb: - 1963.",Open Access,WorldViews,HR_1963_DuranovicZezelj_Proslost_96_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T16:27:32Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Vereinigung Europas,2011-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HR_2011_BekavacJareb_Povijest_222,"-: ""Vereinigung Europas"", Zagreb: - 2011.",Open Access,WorldViews,HR_2011_BekavacJareb_Povijest_222_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T17:17:43Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Unser Anschluss an Europa,1998-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HU_1998_BallaSzebeny_Allampolgari_137,"-: ""Unser Anschluss an Europa"", Budapest: - 1998.",Open Access,WorldViews,HU_1998_BallaSzebeny_Allampolgari_137_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-18T17:31:16Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Europa und Ungarn,1998-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=HU_1998_Zavodszky_Toertenelem_3_7,"-: Europa und Ungarn, Budapest: - 1998.",Open Access,WorldViews,HU_1998_Zavodszky_Toertenelem_3_7_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
