record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:language,record - header - identifier
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00105.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00105.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-4B00-CA01-6,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00104.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00104.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-3A30-C901-7,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00106.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00106.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-5CD0-CB01-1,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00108.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00108.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-6E70-CC01-6,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00109.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00109.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-7F90-CD01-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00110.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00110.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-CC60-CE01-7,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00111.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00111.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-EE40-CF01-4,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00112.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00112.cmdi
,http://hdl.handle.net/10932/00-03BC-7346-FF40-D001-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00113.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00113.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-0FB0-D101-4,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00114.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00114.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-20D0-D201-E,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00115.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00115.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-3210-D301-4,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00116.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00116.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-4340-D401-E,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00117.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00117.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-63E0-D501-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00118.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00118.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-74B0-D601-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00119.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00119.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-8610-D701-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00120.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00120.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-9730-D801-6,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00121.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00121.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-A810-D901-E,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00122.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00122.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-B8F0-DA01-E,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00123.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00123.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-C920-DB01-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00124.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00124.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-D9A0-DC01-1,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00125.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00125.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-EA10-DD01-B,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00126.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00126.cmdi
,http://hdl.handle.net/10932/00-03BC-7347-FB30-DE01-1,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00137.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00137.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-5540-E901-F,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00138.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00138.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-77D0-EA01-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00139.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00139.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-A330-EB01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00140.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00140.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-C400-EC01-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00141.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00141.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-1540-ED01-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00142.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00142.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-26F0-EE01-C,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00143.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00143.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-37C0-EF01-D,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00144.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00144.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-4890-F001-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00145.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00145.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-5A10-F101-1,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00146.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00146.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-6AD0-F201-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00127.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00127.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-0BF0-DF01-7,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00128.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00128.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-1D40-E001-1,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00129.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00129.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-2E80-E101-3,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00130.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00130.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-3F40-E201-7,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00131.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00131.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-4FC0-E301-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00132.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00132.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-7690-E401-4,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00133.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00133.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-9730-E501-C,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00134.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00134.cmdi
,http://hdl.handle.net/10932/00-03BC-7348-E6C0-E601-D,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00135.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00135.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-07A0-E701-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00136.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00136.cmdi
,http://hdl.handle.net/10932/00-03BC-7349-29D0-E801-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00147.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00147.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-7B20-F301-C,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00148.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00148.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-8C00-F401-3,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00149.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00149.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-9CB0-F501-4,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00150.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00150.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-BF50-F601-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00151.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00151.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-D020-F701-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00152.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00152.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-E0C0-F801-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00153.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00153.cmdi
,http://hdl.handle.net/10932/00-03BC-734A-F220-F901-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00154.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00154.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-0290-FA01-3,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00155.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00155.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-13E0-FB01-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00156.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00156.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-2470-FC01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00157.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00157.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-3510-FD01-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00158.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00158.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-45F0-FE01-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00159.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00159.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-5740-FF01-3,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00160.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00160.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-6861-0001-D,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00161.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00161.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-7941-0101-8,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00162.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00162.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-8AA1-0201-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00163.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00163.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-9B81-0301-D,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00164.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00164.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-BE31-0401-B,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00165.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00165.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-DE71-0501-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00166.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00166.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-EEF1-0601-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00167.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00167.cmdi
,http://hdl.handle.net/10932/00-03BC-734B-FF91-0701-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00168.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00168.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-50E1-0801-E,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00169.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00169.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-6291-0901-9,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00170.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00170.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-84F1-0A01-D,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00171.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00171.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-A961-0B01-3,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00172.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00172.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-D4B1-0C01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00173.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00173.cmdi
,http://hdl.handle.net/10932/00-03BC-734C-F721-0D01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00174.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00174.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-18A1-0E01-C,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00175.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00175.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-3A81-0F01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00176.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00176.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-5BF1-1001-0,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00187.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00187.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-9731-1B01-B,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00188.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00188.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-E851-1C01-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00189.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00189.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-F9C1-1D01-7,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00190.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00190.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-0A31-1E01-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00191.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00191.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-2C11-1F01-B,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00192.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00192.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-3CC1-2001-2,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00193.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00193.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-6841-2101-A,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00194.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00194.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-89E1-2201-6,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00195.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00195.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-A9C1-2301-5,,,,,
2021-01-12T16:46:47Z,clarin-ids:AD--4.AD--_E_00196.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00196.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-CC71-2401-0,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00197.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00197.cmdi
,http://hdl.handle.net/10932/00-03BC-734F-F781-2501-7,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00198.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00198.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-1801-2601-1,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00199.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00199.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-4301-2701-1,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00200.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00200.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-9071-2801-8,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00201.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00201.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-A0F1-2901-1,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00202.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00202.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-B201-2A01-4,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00203.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00203.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-C2C1-2B01-F,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00204.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00204.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-D411-2C01-6,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00205.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00205.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-E491-2D01-9,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00206.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00206.cmdi
,http://hdl.handle.net/10932/00-03BC-7350-F5B1-2E01-5,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00177.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00177.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-7CF1-1101-4,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00178.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00178.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-CD31-1201-0,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00179.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00179.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-ED71-1301-4,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00180.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00180.cmdi
,http://hdl.handle.net/10932/00-03BC-734D-FF11-1401-4,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00181.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00181.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-1FE1-1501-E,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00182.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00182.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-30A1-1601-C,,,,,
2021-01-12T16:46:48Z,clarin-ids:AD--4.AD--_E_00183.cmdi,deu,Monash Corpus of Australian German,,,oai:repos.ids-mannheim.de:clarin-ids:AD--4.AD--_E_00183.cmdi
,http://hdl.handle.net/10932/00-03BC-734E-4111-1701-5,,,,,
