datestamp,identifier,creator,format,format - mediatype,format - subtype,title,rights,date,relation,subject,description,language,type,type - dcmi recommendation,publisher,source,contributor,record id,record - header - setSpec
2021-09-27T09:42:08Z,hdl:21.11113/0000-000E-6805-8,Prof. Dr. Carsten Momsen,text/vnd.dariah.dhrep.collection+turtle,text,turtle,KriPoZ Junges Publizieren (JuP) - Strafrecht im Zeitalter von Digitalisierung und Datafizierung (Sammelband),KriPoZ,2021-09-27T09:42:08Z,,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ JuP 2020,",,hdl:21.11113/0000-000E-6805-8,hdl:21.11113/0000-000E-6805-8
,doi:10.20375/0000-000E-6805-8,Mathis Schwarze,,,,,,,,,,,,,,,,,
2017-12-05T12:57:45Z,hdl:21.11113/0000-000B-CA3D-E,"Mache, Beata",KML-File,application,kml,Kirchlichen-Nachrichten_2.Quartal.kml,CC BY,2017-12-05T12:57:45Z,hdl:21.11113/0000-000B-C8F2-2,,"In der Universal-Kirchenzeitung sind 1664 Nachrichten aus aller Welt - teils als Abdrucke, teils als Original-Korrespondenzen.",,,,,,,hdl:21.11113/0000-000B-CA3D-E,hdl:21.11113/0000-000B-CA3D-E
,doi:10.20375/0000-000B-CA3D-E,,,,,,,,,,,,,,,,,,
2020-02-02T16:02:16Z,doi:10.20375/0000-000C-B417-F,"Kerry Saadien-Raad, Elsabé Milandri , Mathilde de Blois, DADD-INITIATIVE e.V",application/pdf,application,pdf,كنز جدي,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:02:16Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B417-F,hdl:21.11113/0000-000C-B417-F
,hdl:21.11113/0000-000C-B417-F,,pdf,application,pdf,,,,,,,,,,,,,,
2021-08-13T06:13:06Z,hdl:21.11113/0000-000E-6787-6,Jörg Lehmann,text/plain,text,plain,T8-POS.txt,CC BY,2021-08-13T06:13:06Z,hdl:21.11113/0000-000E-6729-1,,"64 Part-of-Speech-getaggte Dramen Calderón de la Barcas, txt-Dateien, UTF-8-codiert",,,,,,,hdl:21.11113/0000-000E-6787-6,hdl:21.11113/0000-000E-6787-6
,doi:10.20375/0000-000E-6787-6,,,,,,,,,,,,,,,,,,
2019-02-14T14:15:02Z,hdl:21.11113/0000-000B-D559-1,Claudio Leone,application/pdf,application,pdf,DHA_2017_Poster,CC BY,2019-02-14T14:15:02Z,hdl:21.11113/0000-000B-D558-2,,,,,,,,,hdl:21.11113/0000-000B-D559-1,hdl:21.11113/0000-000B-D559-1
,doi:10.20375/0000-000B-D559-1,"Klaffki, Lisa",,,,,,,,,,,,,,,,,
,,Hanna-Lena Meiners,,,,,,,,,,,,,,,,,
2020-06-24T15:19:30Z,hdl:21.11113/0000-000C-D948-F,http://viaf.org/viaf/77109993,text/plain,text,plain,Avellaneda-35.txt,CC BY,2020-06-24T15:19:30Z,DOI: 10.17175/2018_004,Romanistik,"The collection of the second volume of the ""Quijote apocrífo"" in chapters by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049 .",spa,,,,,,hdl:21.11113/0000-000C-D948-F,hdl:21.11113/0000-000C-D948-F
,doi:10.20375/0000-000C-D948-F,"Fernández de Avellaneda, Alonso",,,,,,,hdl:21.11113/0000-000C-D929-2,,"The collection of the secons volume of the ""Quijote apocrífo"" by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049",,,,,,,,
2017-12-05T12:56:26Z,doi:10.20375/0000-000B-C9EB-A,"Mache, Beata",pdf,application,pdf,Universal-Kirchenzeitung-Volltext_034.pdf,CC BY,2017-12-05T12:56:26Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C9EB-A,hdl:21.11113/0000-000B-C9EB-A
,hdl:21.11113/0000-000B-C9EB-A,,application/pdf,application,pdf,,,,,,,,,,,,,,
2021-05-04T10:14:08Z,doi:10.20375/0000-000E-0FA4-9,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2014_1_Lukoil_Additional Agreement_12_to SECA 2010-2014_20.06.2014.pdf,ODC BY SA,2021-05-04T10:14:08Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FA4-9,hdl:21.11113/0000-000E-0FA4-9
,hdl:21.11113/0000-000E-0FA4-9,,,,,,,,,,,,,,,,,,
2021-08-13T06:12:09Z,doi:10.20375/0000-000E-6743-3,Jörg Lehmann,text/plain,text,plain,T2.txt,CC BY,2021-08-13T06:12:09Z,hdl:21.11113/0000-000E-6729-1,,"64 Dramen Calderón de la Barcas, txt-Dateien, UTF-8 codiert, 15 davon Komödien (Dateiname mit C beginnend), 15 Tragödien (mit T beginnend), 35 Dramen unbekannter Klassifikation (mit ""Test"" beginnend)",,,,,,,hdl:21.11113/0000-000E-6743-3,hdl:21.11113/0000-000E-6743-3
,hdl:21.11113/0000-000E-6743-3,,,,,,,,,,,,,,,,,,
2017-12-05T12:52:53Z,doi:10.20375/0000-000B-C916-A,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_034.xml,CC BY,2017-12-05T12:52:53Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C916-A,hdl:21.11113/0000-000B-C916-A
,hdl:21.11113/0000-000B-C916-A,,,,,,,,,,,,,,,,,,
2020-11-13T14:41:58Z,hdl:21.11113/0000-000D-D765-F,Nikita Zakharov,text/plain,text,plain,Dataset Documentation - Zakharov.pdf,ODC BY,2020-11-13T14:41:58Z,hdl:21.11113/0000-000D-D764-0,,,,,,,,,hdl:21.11113/0000-000D-D765-F,hdl:21.11113/0000-000D-D765-F
,doi:10.20375/0000-000D-D765-F,,,,,,,,,,,,,,,,,,
2020-02-24T14:47:56Z,doi:10.20375/0000-000C-D84C-C,Institut für Zeitgeschichte München-Berlin / Leibniz Institute for Contemporary History (IfZ),text/xml,text,xml,DataCite.xml,Institut für Zeitgeschichte München-Berlin (IfZ),2020-02-24T14:47:56Z,hdl:21.11113/0000-000C-D838-2,,,,,,,,,hdl:21.11113/0000-000C-D84C-C,hdl:21.11113/0000-000C-D84C-C
,hdl:21.11113/0000-000C-D84C-C,,,,,,,,,,,,,,,,,,
2021-06-15T08:44:56Z,doi:10.20375/0000-000E-596B-7,"Andreas Heinrich, Heiko Pleines",text/plain,text,plain,frames+cleavages.xlsx,ODC BY,2021-06-15T08:44:56Z,hdl:21.11113/0000-000E-5967-B,,,,,,,,,hdl:21.11113/0000-000E-596B-7,hdl:21.11113/0000-000E-596B-7
,hdl:21.11113/0000-000E-596B-7,,,,,,,,,,,,,,,,,,
2021-08-05T07:36:35Z,doi:10.20375/0000-000E-66E9-9,Dr. Oliver Harry Gerson,application/pdf,application,pdf,Fauler (Wort-)Zauber im Strafzumessungsrecht - Plädoyer gegen die ausdrückliche Einfügung „antisemitischer Beweggründe“ als Strafzumessungstatsache in § 46 Abs. 2 S. 2 (1.Gruppe) StGB,KriPoZ,2021-08-05T07:36:35Z,hdl:21.11113/0000-000E-66E5-D,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2020, 22 ff.",,hdl:21.11113/0000-000E-66E9-9,hdl:21.11113/0000-000E-66E9-9
,hdl:21.11113/0000-000E-66E9-9,,,,,,,,,,,,,,,,,,
2021-04-08T10:28:32Z,hdl:21.11113/0000-000D-FF8C-7,Jörg Lehmann,text/csv,text,csv,Clustering103Ethnografien.csv,CC BY,2021-04-08T10:28:32Z,hdl:21.11113/0000-000D-FF74-2,Quantification,"Quantified data used for clustering (UTF-8 encoded .csv); compared to the raw data, all continuous variables have been normalized (value*100/no of pages in text); binary variables have been left as is",deu,,,,,,hdl:21.11113/0000-000D-FF8C-7,hdl:21.11113/0000-000D-FF8C-7
,doi:10.20375/0000-000D-FF8C-7,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,Anthropology,,,,,,,,,
2018-02-02T13:47:31Z,hdl:21.11113/0000-000B-CAD3-3,"Pouyllau, Stéphane",text/vnd.dariah.dhrep.collection+turtle,text,turtle,HN ANF,Copyright,2018-02-02T13:47:31Z,,,L'ANF,,,,,,,hdl:21.11113/0000-000B-CAD3-3,hdl:21.11113/0000-000B-CAD3-3
,doi:10.20375/0000-000B-CAD3-3,,,,,,,,,,,,,,,,,,
2017-12-05T12:55:57Z,doi:10.20375/0000-000B-C9CF-A,"Mache, Beata",pdf,application,pdf,Universal-Kirchenzeitung-Volltext_006.pdf,CC BY,2017-12-05T12:55:57Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C9CF-A,hdl:21.11113/0000-000B-C9CF-A
,hdl:21.11113/0000-000B-C9CF-A,,application/pdf,application,pdf,,,,,,,,,,,,,,
2020-08-08T11:08:46Z,doi:10.20375/0000-000C-E12D-4,"Gradl, Tobias",,,,ExtractFulltext.g4,CC 0,2020-08-08T11:08:46Z,doi:10.20375/0000-000C-E128-9,,"Das Ziel der Verarbeitung des Markdown-Inhalts besteht in der Extraktion von Volltext für dessen Indexierung und der entsprechenden Herstellung der Auffindbarkeit. Hierfür sind die Inhalte insbesondere um Markdown-Syntax zu bereinigen. Wichtig ist weiterhin beispielsweise, inhaltlich irrelevante bzw. falsche Zeilenumbrüche zu entfernen, um eine Phrasensuche zu begünstigen Überarbeitete Version von doi:10.20375/0000-000C-E128-9",,,,,,,hdl:21.11113/0000-000C-E12D-4,hdl:21.11113/0000-000C-E12D-4
,hdl:21.11113/0000-000C-E12D-4,,,,,,,,hdl:21.11113/0000-000C-E12B-6,,,,,,,,,,
2021-03-06T15:59:04Z,doi:10.20375/0000-000D-FA8C-C,Herrmann,text/plain,text,plain,test1.xlsx,ODC BY,2021-03-06T15:59:04Z,hdl:21.11113/0000-000D-FA8B-D,,,,,,,,,hdl:21.11113/0000-000D-FA8C-C,hdl:21.11113/0000-000D-FA8C-C
,hdl:21.11113/0000-000D-FA8C-C,,,,,,,,,,,,,,,,,,
2021-04-30T16:45:14Z,doi:10.20375/0000-000E-0F6E-8,"Maria Golovina, Elizaveta Semirkhanova, Anna Sokolova",text/plain,text,plain,Bolotnaya_square_desc.pdf,ODC BY,2021-04-30T16:45:14Z,hdl:21.11113/0000-000E-0F6B-B,,,,,,,,,hdl:21.11113/0000-000E-0F6E-8,hdl:21.11113/0000-000E-0F6E-8
,hdl:21.11113/0000-000E-0F6E-8,,,,,,,,,,,,,,,,,,
2018-03-01T09:33:53Z,doi:10.20375/0000-000B-CADB-B,Katrin Neumann,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Peer-to-Peer statt Client-Server: Der Mehrwert kollegialer Beratung und agiler DH-Treffen,CC BY SA,2018-03-01T09:33:53Z,,,"Das Poster wurde für Tagung DHd2018 in Köln erstellt. Es präsentiert die Funktionen und Impulse, die sich durch das Peer-to-Peer Format ergeben.",deu,Poster,Image,,,Gato & Mono Design,hdl:21.11113/0000-000B-CADB-B,hdl:21.11113/0000-000B-CADB-B
,hdl:21.11113/0000-000B-CADB-B,"Wübbena, Thorsten",pdf,application,pdf,,,,,,,,,,,,,,
,,"Dogunke, Swantje",,,,,,,,,,,,,,,,,
,,"Mayer, Corinna",,,,,,,,,,,,,,,,,
,,"Steyer, Timo",,,,,,,,,,,,,,,,,
,,"Cremer, Fabian",,,,,,,,,,,,,,,,,
2021-04-30T17:07:08Z,hdl:21.11113/0000-000E-0F76-E,"Maria Golovina, Elizaveta Semirkhanova, Anna Sokolova",text/plain,text,plain,Pushkinaskaya_questionnaire.pdf,ODC BY,2021-04-30T17:07:08Z,hdl:21.11113/0000-000E-0F75-F,,,,,,,,,hdl:21.11113/0000-000E-0F76-E,hdl:21.11113/0000-000E-0F76-E
,doi:10.20375/0000-000E-0F76-E,,,,,,,,,,,,,,,,,,
2017-12-05T12:54:43Z,hdl:21.11113/0000-000B-C97F-5,"Honinghaus, Julius Vinzent",application/pdf,application,pdf,Universal-Kirchenzeitung-Faksimile_032.pdf,CC 0,2017-12-05T12:54:43Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C97F-5,hdl:21.11113/0000-000B-C97F-5
,doi:10.20375/0000-000B-C97F-5,"Mache, Beata",pdf,application,pdf,,,,,,,,,,,,,,
2021-09-27T09:38:45Z,doi:10.20375/0000-000E-67F5-A,KriPoZ,text/vnd.dariah.dhrep.collection+turtle,text,turtle,KriPoZ Junges Publizieren (JuP) - Das Schürfen von Bitcoins unter heimlicher Nutzung fremder Computer,KriPoZ,2021-09-27T09:38:45Z,,,,,,,,,,hdl:21.11113/0000-000E-67F5-A,hdl:21.11113/0000-000E-67F5-A
,hdl:21.11113/0000-000E-67F5-A,,,,,,,,,,,,,,,,,,
2021-09-01T12:42:36Z,doi:10.20375/0000-000E-67ED-4,"Weimer, Lukas",text/vnd.dariah.dhrep.collection+turtle,text,turtle,Text+ User Stories Data,CC BY,2021-09-01T12:42:36Z,,,"The dataset contains annotations and metadata about the user stories received for the application of the Text+ consortium in 2020. The data was used for analysis of the report ""Community Involvement in Research Infrastructures: The User Story Call for Text+"" published at the NFDI community in Zenodo.",,,,,,,hdl:21.11113/0000-000E-67ED-4,hdl:21.11113/0000-000E-67ED-4
,hdl:21.11113/0000-000E-67ED-4,Stefan Buddenbohm,,,,,,,,,,,,,,,,,
,,José Calvo Tello,,,,,,,,,,,,,,,,,
,,Sonja Friedrichs,,,,,,,,,,,,,,,,,
,,Raisa Barthauer,,,,,,,,,,,,,,,,,
,,Nanette Rißler-Pipka,,,,,,,,,,,,,,,,,
2021-07-30T10:31:59Z,doi:10.20375/0000-000E-637B-9,Prof. Dr. Wolfgang Mitsch,application/pdf,application,pdf,Die Probleme der Kollisionsfälle beim autonomen Fahren,KriPoZ,2021-07-30T10:31:59Z,hdl:21.11113/0000-000E-6379-B,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2018,",,hdl:21.11113/0000-000E-637B-9,hdl:21.11113/0000-000E-637B-9
,hdl:21.11113/0000-000E-637B-9,,,,,,,,,,,,,,,,,,
2021-07-30T08:52:02Z,hdl:21.11113/0000-000E-6355-3,Dr. Thomas Kreuz,application/pdf,application,pdf,Gesetzesentwurf zur Änderung der Anordnungskompetenz bei körperlichen Eingriffen nach § 81a StPO,KriPoZ,2021-07-30T08:52:02Z,hdl:21.11113/0000-000E-634F-B,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2017, 184 ff.",,hdl:21.11113/0000-000E-6355-3,hdl:21.11113/0000-000E-6355-3
,doi:10.20375/0000-000E-6355-3,,,,,,,,,,,,,,,,,,
2021-08-13T06:12:55Z,doi:10.20375/0000-000E-677A-6,Jörg Lehmann,text/plain,text,plain,C11-POS.txt,CC BY,2021-08-13T06:12:55Z,hdl:21.11113/0000-000E-6729-1,,"64 Part-of-Speech-getaggte Dramen Calderón de la Barcas, txt-Dateien, UTF-8-codiert",,,,,,,hdl:21.11113/0000-000E-677A-6,hdl:21.11113/0000-000E-677A-6
,hdl:21.11113/0000-000E-677A-6,,,,,,,,,,,,,,,,,,
2020-02-02T16:01:06Z,doi:10.20375/0000-000C-B3D8-6,"Sonal Goyal, Sumit Sakhuja, DADD-INITIATIVE e.V",application/pdf,application,pdf,مغامرة فاكهة المانجو,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:01:06Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B3D8-6,hdl:21.11113/0000-000C-B3D8-6
,hdl:21.11113/0000-000C-B3D8-6,,pdf,application,pdf,,,,,,,,,,,,,,
2020-02-01T20:23:35Z,doi:10.20375/0000-000C-B3C6-A,"Karanjeet Kaur, Bhavana Vyas Vipparth, DADD-INITIATIVE e.V",pdf,application,pdf,Eine Wolke aus Müll,CC-Lizenz. Einige Rechte geschützt. ,2020-02-01T20:23:35Z,hdl:21.11113/0000-000C-B385-3,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Deutsche übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/",deu,,,DADD-INITIATIVE e.V,,,hdl:21.11113/0000-000C-B3C6-A,hdl:21.11113/0000-000C-B3C6-A
,hdl:21.11113/0000-000C-B3C6-A,,application/pdf,application,pdf,,,,,,,,,,,,,,
2020-11-27T14:09:49Z,hdl:21.11113/0000-000D-D77F-3,Heiko Pleines,text/plain,text,plain,oligarchs-UA-pleines-table.xls,individual license,2020-11-27T14:09:49Z,hdl:21.11113/0000-000D-D779-9,,,,,,,,,hdl:21.11113/0000-000D-D77F-3,hdl:21.11113/0000-000D-D77F-3
,doi:10.20375/0000-000D-D77F-3,,,,,,,,,,,,,,,,,,
2017-12-05T12:57:51Z,doi:10.20375/0000-000B-CA45-4,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung - Personenregister und Ortsregister,CC 0,2017-12-05T12:57:51Z,hdl:21.11113/0000-000B-C8F2-2,,"Im Ortsregister sind alle erwähnten Orte, insgesamt 1347, in der Schreibweise des Originals verzeichnet. Das Personenregister enthält alle zeitgenössischen Personen, insgesamt 1487. Aufgrund der hohen Zahl an Einträgen sind historische Personen nicht erfasst, etwa Augustinus oder Martin Luther.",,,,,,,hdl:21.11113/0000-000B-CA45-4,hdl:21.11113/0000-000B-CA45-4
,hdl:21.11113/0000-000B-CA45-4,,,,,,,,,,,,,,,,,,
2021-07-30T10:20:58Z,doi:10.20375/0000-000E-6375-F,Prof. Dr. Jörg Eisele,application/pdf,application,pdf,Lebensgefährliches Verhalten im Straßenverkehr,KriPoZ,2021-07-30T10:20:58Z,hdl:21.11113/0000-000E-636F-7,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2018, 32 ff.",,hdl:21.11113/0000-000E-6375-F,hdl:21.11113/0000-000E-6375-F
,hdl:21.11113/0000-000E-6375-F,,,,,,,,,,,,,,,,,,
2020-12-14T14:52:21Z,doi:10.20375/0000-000D-F7D3-E,Elias Angele,,,,StAB_6.16-E.19.i.1Nr.3_Stadtwehr_Statistiken_Jahrgänge.xlsx.sha256,CC BY SA,2020-12-14T14:52:21Z,hdl:21.11113/0000-000D-F7CD-6,,"Siehe Beschreibung Unterkollektion ""1.) Statistische Erhebungen""",,,,,,,hdl:21.11113/0000-000D-F7D3-E,hdl:21.11113/0000-000D-F7D3-E
,hdl:21.11113/0000-000D-F7D3-E,https://orcid.org/0000-0003-1356-9979,,,,,CC BY SA,,,,,,,,,,,,
2018-04-11T14:41:58Z,doi:10.20375/0000-000B-CB12-C,Matthias Breckheimer,application/pdf,application,pdf,Cdv18_Prag_1968_2T2.pdf,CC BY,2018-04-11T14:41:58Z,hdl:21.11113/0000-000B-CB08-8,,,,,,,,,hdl:21.11113/0000-000B-CB12-C,hdl:21.11113/0000-000B-CB12-C
,hdl:21.11113/0000-000B-CB12-C,,,,,,,,,,,,,,,,,,
2020-01-20T13:38:38Z,doi:10.20375/0000-000C-6ECD-3,orcid.org/0000-0002-4019-9857,application/pdf (PDF/A-1a),application,pdf,Diakonissen 1846-1918.pdf,CC 0,2020-01-20T13:38:38Z,hdl:21.11113/0000-000C-6ECA-6,Diakonisse,"Die Datei beinhaltet eine Reihe von Tabellen, die statistische Angaben zu den deutschen Diakonissen bereithalten, welche zwischen 1846 und 1918 nach London entsandt wurden. Die Frauen kamen aus den Diakonissenanstalten Kaiserswerth (bei Düsseldorf) und Sarepta (in Bielefeld) und waren in London vornehmlich an dem 1845 gegründeten German Hospital tätig. Einige Frauen arbeiteten auch in der Gemeindepflege in den deutsch-protestantischen Gemeinden Londons.",deu,Dataset,Dataset,,,,hdl:21.11113/0000-000C-6ECD-3,hdl:21.11113/0000-000C-6ECD-3
,hdl:21.11113/0000-000C-6ECD-3,,,,,,,,,Westfälische Diakonissenanstalt Sarepta,,,,,,,,,
,,,,,,,,,,Http://d-nb.Info/gnd/4413345-5,,,,,,,,,
,,,,,,,,,,Http://d-nb.Info/gnd/4074335-4,,,,,,,,,
,,,,,,,,,,Krankenpflege,,,,,,,,,
,,,,,,,,,,Kaiserswerther Diakonie,,,,,,,,,
2021-05-28T16:51:01Z,hdl:21.11113/0000-000E-556D-9,orcid.org/0000-0002-0865-2025,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Petición de Juan Miramontes ante la Real Audiencia,CC BY NC SA,2021-05-28T16:51:01Z,hdl:21.11113/0000-000E-556A-C,"Peticiones, Documentos Inéditos, Sociedad De Castas, Impuestos, Indios Laboríos, Época Colonial, México",Petición ante la Real Audiencia de Juan de Miramontes y hermanos para no ser empadronados en la tasa y contribución de tributos del partido de Tequila.,spa,,,Maria Sibylla Merian Centre Conviviality-Inequality Latin America,,,hdl:21.11113/0000-000E-556D-9,hdl:21.11113/0000-000E-556D-9
,doi:10.20375/0000-000E-556D-9,,,,,,,,,,,,,,,,,,
2021-05-28T09:01:10Z,doi:10.20375/0000-000E-5561-5,Research Centre for East European Studies at the University of Bremen,text/plain,text,plain,YTV Protests Kazakhstan.xlsx,ODC BY,2021-05-28T09:01:10Z,hdl:21.11113/0000-000E-555E-A,,,,,,,,,hdl:21.11113/0000-000E-5561-5,hdl:21.11113/0000-000E-5561-5
,hdl:21.11113/0000-000E-5561-5,,,,,,,,,,,,,,,,,,
2021-05-28T08:53:17Z,doi:10.20375/0000-000E-5552-6,Research Centre for East European Studies at the University of Bremen,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Protests Armenia 2018: YouTube Videos,ODC BY,2021-05-28T08:53:17Z,,,"The collection “Protests Armenia 2018” contains 219 videos (mp4) on protests in April 2018 (mainly Yerevan area) also known as the Velvet Revolution of 2018. We have downloaded all data in February to April 2019 and made screenshots (pdf) of websites so that the discussion and comments on the single video posts can be followed. All data is processed in an MS Excel database with metadata. &lt;br&gt;We collect all videos that are 1) event related AND show actions of this event, 2) downloadable, 3) we can find with our search words during a particular period. We strictly aim at a systematic and objective selection and organized storage of protest-related videos. Therefore, we have systematically collected videos on protest. We identify particular event-related search words after intense research on the event. According to the snowball principle, we then start the collection of videos with the help of these search words and try to download as much relevant content as possible. However, we cannot guarantee the completeness of protest videos on the particular event. We search the videos and include them into the collection until a particular degree of saturation has been reached. Due to copyright restrictions, we are only allowed to give access to the database of the collected video files including the hyperlinks with its metadata and not to the videos themselves. &lt;br&gt;The videos have been posted mainly by the participants of the events. Therefore, the material is only an extract and biased by the perspective of the single creator. &lt;br&gt;The collection is part of a larger and ongoing collection of videos on protest events in the post-Soviet region.&lt;br&gt;Additional information on important hashtags for research can be provided.",,,,,,,hdl:21.11113/0000-000E-5552-6,hdl:21.11113/0000-000E-5552-6
